% Moku:Lab Oscilloscope
% Channel A (Input 1, on), DC, 200 MHz, 1 MOhm, 1 Vpp, 1 x probe attenuation
% Channel B (Input 2, on), DC, 200 MHz, 1 MOhm, 1 Vpp, 1 x probe attenuation
% Time span 10.95 s, time offset -506.7 us, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2026-08-12 T 12:10:30 +1000
% no guitar
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V), Math (Ch A + Ch B) (V)
-3.236415616000e+00, 6.810000e-02, 1.327000e-01, 2.008000e-01
-3.225699008000e+00, 6.703333e-02, 1.337667e-01, 2.008000e-01
-3.214982400000e+00, 6.716667e-02, 1.336333e-01, 2.008000e-01
-3.204265792000e+00, 6.650000e-02, 1.340333e-01, 2.005333e-01
-3.193549184000e+00, 6.650000e-02, 1.343000e-01, 2.008000e-01
-3.182832576000e+00, 6.636667e-02, 1.341667e-01, 2.005333e-01
-3.172115968000e+00, 6.623333e-02, 1.347000e-01, 2.009333e-01
-3.161399360000e+00, 6.623333e-02, 1.344333e-01, 2.006667e-01
-3.150682752000e+00, 6.610000e-02, 1.345667e-01, 2.006667e-01
-3.139966144000e+00, 6.636667e-02, 1.347000e-01, 2.010667e-01
-3.129249536000e+00, 6.636667e-02, 1.344333e-01, 2.008000e-01
-3.118532928000e+00, 6.650000e-02, 1.345667e-01, 2.010667e-01
-3.107816320000e+00, 6.676667e-02, 1.344333e-01, 2.012000e-01
-3.097099712000e+00, 6.663333e-02, 1.345667e-01, 2.012000e-01
-3.086383104000e+00, 6.636667e-02, 1.347000e-01, 2.010667e-01
-3.075666496000e+00, 6.636667e-02, 1.348333e-01, 2.012000e-01
-3.064949888000e+00, 6.636667e-02, 1.349667e-01, 2.013333e-01
-3.054233280000e+00, 6.636667e-02, 1.349667e-01, 2.013333e-01
-3.043516672000e+00, 6.623333e-02, 1.347000e-01, 2.009333e-01
-3.032800064000e+00, 6.636667e-02, 1.347000e-01, 2.010667e-01
-3.022083456000e+00, 6.636667e-02, 1.348333e-01, 2.012000e-01
-3.011366848000e+00, 6.636667e-02, 1.348333e-01, 2.012000e-01
-3.000650240000e+00, 6.623333e-02, 1.347000e-01, 2.009333e-01
-2.989933632000e+00, 6.636667e-02, 1.348333e-01, 2.012000e-01
-2.979217024000e+00, 6.663333e-02, 1.345667e-01, 2.012000e-01
-2.968500416000e+00, 6.690000e-02, 1.347000e-01, 2.016000e-01
-2.957783808000e+00, 6.703333e-02, 1.344333e-01, 2.014667e-01
-2.947067200000e+00, 6.730000e-02, 1.343000e-01, 2.016000e-01
-2.936350592000e+00, 6.716667e-02, 1.343000e-01, 2.014667e-01
-2.925633984000e+00, 6.676667e-02, 1.345667e-01, 2.013333e-01
-2.914917376000e+00, 6.676667e-02, 1.347000e-01, 2.014667e-01
-2.904200768000e+00, 6.716667e-02, 1.340333e-01, 2.012000e-01
-2.893484160000e+00, 6.770000e-02, 1.336333e-01, 2.013333e-01
-2.882767552000e+00, 6.836667e-02, 1.333667e-01, 2.017333e-01
-2.872050944000e+00, 6.890000e-02, 1.327000e-01, 2.016000e-01
-2.861334336000e+00, 6.863333e-02, 1.331000e-01, 2.017333e-01
-2.850617728000e+00, 6.916667e-02, 1.327000e-01, 2.018667e-01
-2.839901120000e+00, 6.943333e-02, 1.323000e-01, 2.017333e-01
-2.829184512000e+00, 6.890000e-02, 1.324333e-01, 2.013333e-01
-2.818467904000e+00, 6.903333e-02, 1.327000e-01, 2.017333e-01
-2.807751296000e+00, 6.996667e-02, 1.319000e-01, 2.018667e-01
-2.797034688000e+00, 7.090000e-02, 1.312333e-01, 2.021333e-01
-2.786318080000e+00, 7.196667e-02, 1.303000e-01, 2.022667e-01
-2.775601472000e+00, 7.288333e-02, 1.295000e-01, 2.023833e-01
-2.764884864000e+00, 7.328333e-02, 1.288333e-01, 2.021167e-01
-2.754168256000e+00, 7.460000e-02, 1.280333e-01, 2.026333e-01
-2.743451648000e+00, 7.553333e-02, 1.271000e-01, 2.026333e-01
-2.732735040000e+00, 7.553333e-02, 1.271000e-01, 2.026333e-01
-2.722018432000e+00, 7.566667e-02, 1.271000e-01, 2.027667e-01
-2.711301824000e+00, 7.646667e-02, 1.260333e-01, 2.025000e-01
-2.700585216000e+00, 7.833333e-02, 1.247000e-01, 2.030333e-01
-2.689868608000e+00, 8.113333e-02, 1.220167e-01, 2.031500e-01
-2.679152000000e+00, 8.366667e-02, 1.194667e-01, 2.031333e-01
-2.668435392000e+00, 8.658333e-02, 1.166667e-01, 2.032500e-01
-2.657718784000e+00, 8.976667e-02, 1.138667e-01, 2.036333e-01
-2.647002176000e+00, 9.096667e-02, 1.132000e-01, 2.041667e-01
-2.636285568000e+00, 9.230000e-02, 1.120000e-01, 2.043000e-01
-2.625568960000e+00, 9.363333e-02, 1.106667e-01, 2.043000e-01
-2.614852352000e+00, 9.523333e-02, 1.089167e-01, 2.041500e-01
-2.604135744000e+00, 9.841667e-02, 1.055667e-01, 2.039833e-01
-2.593419136000e+00, 1.029333e-01, 1.017000e-01, 2.046333e-01
-2.582702528000e+00, 1.072000e-01, 9.810000e-02, 2.053000e-01
-2.571985920000e+00, 1.111833e-01, 9.435000e-02, 2.055333e-01
-2.561269312000e+00, 1.145167e-01, 9.060000e-02, 2.051167e-01
-2.550552704000e+00, 1.171667e-01, 8.833333e-02, 2.055000e-01
-2.539836096000e+00, 1.199667e-01, 8.580000e-02, 2.057667e-01
-2.529119488000e+00, 1.219667e-01, 8.366667e-02, 2.056333e-01
-2.518402880000e+00, 1.238333e-01, 8.260000e-02, 2.064333e-01
-2.507686272000e+00, 1.263500e-01, 8.045000e-02, 2.068000e-01
-2.496969664000e+00, 1.298000e-01, 7.670000e-02, 2.065000e-01
-2.486253056000e+00, 1.328667e-01, 7.403333e-02, 2.069000e-01
-2.475536448000e+00, 1.355333e-01, 7.136667e-02, 2.069000e-01
-2.464819840000e+00, 1.382000e-01, 6.883333e-02, 2.070333e-01
-2.454103232000e+00, 1.403167e-01, 6.683333e-02, 2.071500e-01
-2.443386624000e+00, 1.415000e-01, 6.603333e-02, 2.075333e-01
-2.432670016000e+00, 1.420333e-01, 6.521667e-02, 2.072500e-01
-2.421953408000e+00, 1.429667e-01, 6.413333e-02, 2.071000e-01
-2.411236800000e+00, 1.436333e-01, 6.373333e-02, 2.073667e-01
-2.400520192000e+00, 1.441667e-01, 6.306667e-02, 2.072333e-01
-2.389803584000e+00, 1.447000e-01, 6.266667e-02, 2.073667e-01
-2.379086976000e+00, 1.448333e-01, 6.266667e-02, 2.075000e-01
-2.368370368000e+00, 1.444333e-01, 6.266667e-02, 2.071000e-01
-2.357653760000e+00, 1.435000e-01, 6.386667e-02, 2.073667e-01
-2.346937152000e+00, 1.427000e-01, 6.481667e-02, 2.075167e-01
-2.336220544000e+00, 1.415000e-01, 6.576667e-02, 2.072667e-01
-2.325503936000e+00, 1.401833e-01, 6.696667e-02, 2.071500e-01
-2.314787328000e+00, 1.393833e-01, 6.763333e-02, 2.070167e-01
-2.304070720000e+00, 1.378000e-01, 6.910000e-02, 2.069000e-01
-2.293354112000e+00, 1.355333e-01, 7.083333e-02, 2.063667e-01
-2.282637504000e+00, 1.332667e-01, 7.296667e-02, 2.062333e-01
-2.271920896000e+00, 1.299333e-01, 7.603333e-02, 2.059667e-01
-2.261204288000e+00, 1.266167e-01, 7.938333e-02, 2.060000e-01
-2.250487680000e+00, 1.226333e-01, 8.260000e-02, 2.052333e-01
-2.239771072000e+00, 1.179667e-01, 8.713333e-02, 2.051000e-01
-2.229054464000e+00, 1.149167e-01, 8.980000e-02, 2.047167e-01
-2.218337856000e+00, 1.135833e-01, 9.140000e-02, 2.049833e-01
-2.207621248000e+00, 1.105333e-01, 9.435000e-02, 2.048833e-01
-2.196904640000e+00, 1.074667e-01, 9.676667e-02, 2.042333e-01
-2.186188032000e+00, 1.034667e-01, 1.006333e-01, 2.041000e-01
-2.175471424000e+00, 9.975000e-02, 1.038333e-01, 2.035833e-01
-2.164754816000e+00, 9.523333e-02, 1.079833e-01, 2.032167e-01
-2.154038208000e+00, 9.123333e-02, 1.122667e-01, 2.035000e-01
-2.143321600000e+00, 8.658333e-02, 1.162667e-01, 2.028500e-01
-2.132604992000e+00, 8.286667e-02, 1.194667e-01, 2.023333e-01
-2.121888384000e+00, 8.086667e-02, 1.213333e-01, 2.022000e-01
-2.111171776000e+00, 7.913333e-02, 1.229500e-01, 2.020833e-01
-2.100455168000e+00, 7.766667e-02, 1.245667e-01, 2.022333e-01
-2.089738560000e+00, 7.566667e-02, 1.263000e-01, 2.019667e-01
-2.079021952000e+00, 7.381667e-02, 1.284333e-01, 2.022500e-01
-2.068305344000e+00, 7.155000e-02, 1.301667e-01, 2.017167e-01
-2.057588736000e+00, 6.956667e-02, 1.319000e-01, 2.014667e-01
